nodes,g1h3,g1f3,b1c3,b1a3,h2h3,g2g3,f2f3,e2e3,d2d3,c2c3,b2b3,a2a3,h2h4,g2g4,f2f4,e2e4,d2d4,c2c4,b2b4,a2a4
2036980829,-52,18,7,-52,-6,17,-74,6,0,0,0,0,-38,-131,-19,26,17,18,0,-10
2057530645,-52,18,7,-52,-6,17,-74,6,0,0,-4,0,-38,-131,-19,26,17,18,0,-10
2077508743,-52,18,7,-52,-5,17,-74,6,0,0,-7,0,-38,-131,-19,26,17,18,0,-10
2091187794,-52,18,7,-52,-5,17,-74,6,0,0,-4,0,-38,-131,-19,26,17,18,0,-10
2095006127,-52,18,7,-52,-5,17,-74,6,0,0,-4,0,-38,-131,-19,26,17,18,-9,-10
2141557717,-52,18,7,-52,-5,17,-74,6,0,0,-4,0,-38,-131,-19,26,17,18,-9,-17
2169732003,-52,18,7,-52,-5,17,-74,6,0,0,-4,0,-38,-131,-15,26,17,18,-9,-17
2178466164,-52,18,7,-52,-5,17,-74,6,0,0,-4,0,-33,-131,-15,26,17,18,-9,-17
2213174028,-50,18,7,-52,-5,17,-74,6,0,0,-4,0,-33,-131,-15,26,17,18,-9,-17
2223116422,-50,18,7,-55,-5,17,-74,6,0,0,-4,0,-33,-131,-15,26,17,18,-9,-17
2237393931,-50,18,7,-55,-5,17,-68,6,0,0,-4,0,-33,-131,-15,26,17,18,-9,-17
2244870954,-50,18,7,-55,-5,17,-68,6,0,0,-4,0,-33,-126,-15,26,17,18,-9,-17
2249609147,-50,18,7,-55,-5,17,-68,6,0,0,-4,0,-33,-126,-15,29,17,18,-9,-17
2287486955,-50,18,7,-55,-5,17,-68,6,0,0,-4,0,-33,-126,-15,29,20,18,-9,-17
2310980379,-50,23,7,-55,-5,17,-68,6,0,0,-4,0,-33,-126,-15,29,20,18,-9,-17
2332243452,-50,23,7,-55,-5,17,-68,6,0,0,-4,0,-33,-126,-15,29,20,18,-9,-17
2349433339,-50,23,7,-55,-5,23,-68,6,0,0,-4,0,-33,-126,-15,29,20,18,-9,-17
2370538147,-50,23,7,-55,-5,23,-68,10,0,0,-4,0,-33,-126,-15,29,20,18,-9,-17
2397247887,-50,23,6,-55,-5,23,-68,10,0,0,-4,0,-33,-126,-15,29,20,18,-9,-17
2419458375,-50,23,6,-55,-5,23,-68,10,0,6,-4,0,-33,-126,-15,29,20,18,-9,-17
2431117665,-50,23,6,-55,-5,23,-68,10,0,6,-4,0,-33,-126,-15,29,20,18,-9,-17
2433870544,-50,23,6,-55,-5,23,-68,10,0,6,-4,0,-33,-126,-15,29,20,18,-9,-17
2441764141,-50,23,6,-55,-5,23,-68,10,0,6,0,0,-33,-126,-15,29,20,18,-9,-17
2471469340,-50,23,6,-55,1,23,-68,10,0,6,0,0,-33,-126,-15,29,20,18,-9,-17
2484054249,-50,23,6,-55,1,23,-68,10,0,6,0,0,-33,-126,-15,29,20,18,-2,-17
2509743965,-50,23,6,-55,1,23,-68,10,0,6,0,0,-33,-126,-15,29,20,18,-2,-9
2538694306,-50,23,6,-55,1,23,-68,10,0,6,0,0,-33,-126,-19,29,20,18,-2,-9
2568587476,-50,23,6,-55,1,23,-68,10,0,6,0,0,-32,-126,-19,29,20,18,-2,-9
2574162434,-52,23,6,-55,1,23,-68,10,0,6,0,0,-32,-126,-19,29,20,18,-2,-9
2598445308,-52,23,6,-59,1,23,-68,10,0,6,0,0,-32,-126,-19,29,20,18,-2,-9
2623893417,-52,23,6,-59,1,23,-77,10,0,6,0,0,-32,-126,-19,29,20,18,-2,-9
2632140242,-52,23,6,-59,1,23,-77,10,0,6,0,0,-32,-133,-19,29,20,18,-2,-9
2665550876,-52,23,6,-59,1,23,-77,10,0,6,0,0,-32,-133,-19,28,20,18,-2,-9
2688849183,-52,19,6,-59,1,23,-77,10,0,6,0,0,-32,-133,-19,28,20,18,-2,-9
2716760219,-52,19,6,-59,1,23,-77,10,0,6,0,0,-32,-133,-19,28,19,18,-2,-9
2737843844,-52,19,6,-59,1,23,-77,10,0,6,0,0,-32,-133,-19,28,19,19,-2,-9
2765875090,-52,19,6,-59,1,22,-77,10,0,6,0,0,-32,-133,-19,28,19,19,-2,-9
2806790109,-52,19,6,-59,1,22,-77,4,0,6,0,0,-32,-133,-19,28,19,19,-2,-9
2860973137,-52,19,6,-59,1,22,-77,10,0,13,0,0,-32,-133,-19,28,19,19,-2,-9
2908721428,-52,19,6,-59,1,22,-77,4,0,13,0,0,-32,-133,-19,28,19,19,-2,-9
2932821422,-52,19,6,-59,1,22,-77,4,0,13,2,0,-32,-133,-19,28,19,19,-2,-9
2940521778,-52,19,6,-59,-1,22,-77,4,0,13,2,0,-32,-133,-19,28,19,19,-2,-9
2973350389,-52,19,6,-59,-2,22,-77,4,0,13,2,0,-32,-133,-19,28,19,19,-2,-9
3027873220,-52,19,6,-59,-2,22,-77,4,-4,13,2,0,-32,-133,-19,28,19,19,-2,-9
3043601572,-52,19,6,-59,-2,22,-77,4,-4,13,2,0,-32,-133,-19,28,19,19,-12,-9
3063867857,-52,19,6,-59,-2,22,-77,4,-4,13,2,0,-32,-133,-19,28,19,19,-12,-6
3088697016,-52,19,6,-59,-2,22,-77,4,-4,13,2,0,-32,-133,-8,28,19,19,-12,-6
3160170635,-52,19,6,-59,-2,22,-77,4,-4,13,2,0,-38,-133,-8,28,19,19,-12,-6
3219520478,-42,19,6,-59,-2,22,-77,4,-4,13,2,0,-38,-133,-8,28,19,19,-12,-6
3243288799,-42,19,6,-60,-2,22,-77,4,-4,13,2,0,-38,-133,-8,28,19,19,-12,-6
3273645282,-42,19,6,-60,-2,22,-66,4,-4,13,2,0,-38,-133,-8,28,19,19,-12,-6
3297807437,-42,19,6,-60,-2,22,-66,4,-4,13,2,0,-38,-120,-8,28,19,19,-12,-6
3310832066,-42,19,6,-60,-2,22,-66,4,-4,13,2,0,-38,-120,-8,28,19,19,-12,-6
3338996065,-42,19,6,-60,-2,22,-66,4,-4,13,2,0,-38,-120,-8,28,21,19,-12,-6
3361804293,-42,23,6,-60,-2,22,-66,4,-4,13,2,0,-38,-120,-8,28,21,19,-12,-6
3393661486,-42,23,6,-60,-2,22,-66,4,-4,13,2,0,-38,-120,-8,28,21,21,-12,-6
3421850081,-42,23,6,-60,-2,20,-66,4,-4,13,2,0,-38,-120,-8,28,21,21,-12,-6
3470998702,-42,23,6,-60,-2,20,-66,4,-4,11,2,0,-38,-120,-8,28,21,21,-12,-6
3502299092,-42,23,2,-60,-2,20,-66,6,-4,11,2,0,-38,-120,-8,28,21,21,-12,-6
3512128384,-42,23,4,-60,-2,20,-66,6,-4,11,2,0,-38,-120,-8,28,21,21,-12,-6
3525689998,-42,23,4,-60,-2,20,-66,6,-4,11,-1,0,-38,-120,-8,28,21,21,-12,-6
3601568567,-42,23,4,-60,-2,20,-66,6,0,11,2,0,-38,-120,-8,28,21,21,-12,-6
3609484451,-42,23,4,-60,-2,20,-66,6,0,11,1,0,-38,-120,-8,28,21,21,-12,-6
3628392824,-42,23,4,-60,-1,20,-66,6,0,11,1,0,-38,-120,-8,28,21,21,-12,-6
3661751532,-42,23,4,-60,-1,20,-66,6,0,11,1,0,-38,-120,-8,28,21,21,-12,-8
3686007201,-42,23,4,-60,-1,20,-66,6,0,11,1,0,-38,-120,-8,28,21,21,-11,-8
3725660194,-42,23,4,-60,-1,20,-66,6,0,11,1,0,-38,-120,-12,28,21,21,-11,-8
3734976605,-42,23,4,-60,-1,20,-66,6,0,11,1,0,-38,-120,-12,28,21,21,-11,-8
3765552381,-48,23,4,-60,-1,20,-66,6,0,11,1,0,-38,-120,-12,28,21,21,-11,-8
3801963940,-48,23,4,-47,-1,20,-66,6,0,11,1,0,-38,-120,-12,28,21,21,-11,-8
3872035482,-48,23,4,-47,-1,20,-66,6,0,11,1,0,-38,-120,-12,28,21,21,-11,-8
3972814319,-48,23,4,-47,-1,20,-66,6,0,11,1,0,-38,-112,-12,28,21,21,-11,-8
4025370210,-48,19,4,-47,-1,20,-66,6,0,11,1,0,-38,-112,-12,24,21,21,-11,-8
4051393791,-48,27,4,-47,-1,20,-66,6,0,11,1,0,-38,-112,-12,24,21,21,-11,-8
4074740663,-48,27,4,-47,-1,20,-66,6,0,11,1,0,-38,-112,-12,24,22,21,-11,-8
4153812589,-48,27,4,-47,-1,20,-66,6,0,11,1,0,-38,-112,-12,24,22,15,-11,-8
4184682925,-48,27,4,-47,-1,15,-66,6,0,11,1,0,-38,-112,-12,24,22,15,-11,-8
4234241739,-48,27,4,-47,-1,15,-66,11,0,11,1,0,-38,-112,-12,24,22,15,-11,-8
4289595430,-48,27,4,-47,-1,15,-66,11,0,10,1,0,-38,-112,-12,24,22,15,-11,-8
4323112334,-48,27,9,-47,-1,15,-66,11,0,10,1,0,-38,-112,-12,24,22,15,-11,-8
4360318958,-48,27,9,-47,-1,15,-66,11,0,10,7,0,-38,-112,-12,24,22,15,-11,-8
4378612382,-48,27,9,-47,-1,15,-66,11,0,10,7,0,-38,-112,-12,24,22,15,-11,-8
4396418505,-48,27,9,-47,-1,15,-66,11,0,10,7,0,-38,-112,-12,24,22,15,-11,-8
4414899149,-48,27,9,-47,0,15,-66,11,0,10,7,0,-38,-112,-12,24,22,15,-11,-8
4493757867,-48,27,9,-47,0,15,-66,11,0,10,7,0,-38,-112,-12,24,22,15,0,-8
4559115253,-48,27,9,-47,0,15,-66,11,0,10,7,0,-38,-112,-9,24,22,15,0,-8
4604187408,-48,27,9,-47,0,15,-66,11,0,10,7,0,-38,-112,-9,24,22,15,0,-14
4754700509,-48,27,9,-47,0,15,-66,11,0,10,7,0,-36,-112,-9,24,22,15,0,-14
4803990393,-43,27,9,-47,0,15,-66,11,0,10,7,0,-36,-112,-9,24,22,15,0,-14
4814661328,-43,27,9,-51,0,15,-66,11,0,10,7,0,-36,-112,-9,24,22,15,0,-14
4872064202,-43,27,9,-51,0,15,-67,11,0,10,7,0,-36,-112,-9,24,22,15,0,-14
4895096665,-43,27,9,-51,0,15,-67,11,0,10,7,0,-36,-117,-9,24,22,15,0,-14
4983725898,-43,27,9,-51,0,15,-67,11,0,10,7,0,-36,-117,-9,21,22,15,0,-14
5069738242,-43,23,9,-51,0,15,-67,11,0,10,7,0,-36,-117,-9,21,22,15,0,-14
5154740371,-43,23,9,-51,0,15,-67,11,0,10,7,0,-36,-117,-9,21,20,15,0,-14
5235607725,-43,23,9,-51,0,15,-67,11,0,10,7,0,-36,-117,-9,21,20,13,0,-14
5303395295,-43,23,9,-51,0,14,-67,11,0,10,7,0,-36,-117,-9,21,20,13,0,-14
5374976968,-43,23,9,-51,0,14,-67,5,0,10,7,0,-36,-117,-9,21,20,13,0,-14
5498985934,-43,23,5,-51,0,14,-67,5,0,10,7,0,-36,-117,-9,21,20,13,0,-14
5596217395,-43,23,5,-51,0,14,-67,5,0,-2,7,0,-36,-117,-9,21,20,13,0,-14
5634721353,-43,23,5,-51,0,14,-67,5,0,3,7,0,-36,-117,-9,21,20,13,0,-14
5656501005,-43,23,5,-51,0,14,-67,5,0,3,-1,0,-36,-117,-9,21,20,13,0,-14
5691090952,-43,23,5,-51,0,14,-67,5,0,3,9,0,-36,-117,-9,21,20,13,0,-14
5701773878,-43,23,5,-51,0,14,-67,5,0,3,9,0,-36,-117,-9,21,20,13,0,-14
5780853804,-43,23,5,-51,0,14,-67,5,-4,3,9,0,-36,-117,-9,21,20,13,0,-14
5849274932,-43,23,5,-51,0,14,-67,5,-4,3,9,0,-36,-117,-16,21,20,13,0,-14
5863175733,-43,23,5,-51,0,14,-67,5,-4,3,9,0,-36,-117,-16,21,20,13,0,-9
5936185062,-43,23,5,-51,0,14,-67,5,-4,3,9,0,-37,-117,-16,21,20,13,0,-9
6038720794,-54,23,5,-58,0,14,-67,5,-4,3,9,0,-37,-117,-16,21,20,13,0,-9
6047974469,-54,23,5,-51,0,14,-67,5,-4,3,9,0,-37,-117,-16,21,20,13,0,-9
6174900029,-54,23,5,-51,0,14,-55,5,-4,3,9,0,-37,-117,-16,21,20,13,0,-9
6280458535,-54,23,5,-51,0,14,-55,5,-4,3,9,0,-37,-111,-16,21,20,13,0,-9
6312392332,-54,21,5,-51,0,14,-55,5,-4,3,9,0,-37,-111,-16,23,20,13,0,-9
6333612247,-54,22,5,-51,0,14,-55,5,-4,3,9,0,-37,-111,-16,23,20,13,0,-9
6367708430,-54,22,5,-51,0,14,-55,5,-4,3,9,0,-37,-111,-16,23,23,13,0,-9
6398640837,-54,22,5,-51,0,12,-55,5,-4,3,9,0,-37,-111,-16,23,23,13,0,-9
6454686974,-54,22,5,-51,0,12,-55,5,-4,3,9,0,-37,-111,-16,23,23,16,0,-9
6536121355,-54,22,5,-51,0,12,-55,5,-4,3,9,0,-37,-111,-16,23,23,16,0,-9
6556199612,-54,22,5,-51,0,12,-55,11,-4,3,9,0,-37,-111,-16,23,23,16,0,-9
6619481608,-54,22,5,-51,0,12,-55,11,-4,5,9,0,-37,-111,-16,23,23,16,0,-9
6654557886,-54,22,5,-51,0,12,-55,11,-4,5,6,0,-37,-111,-16,23,23,16,0,-9
6735858490,-54,22,5,-51,0,12,-55,11,-4,5,6,9,-37,-111,-16,23,23,16,0,-9
6808768276,-54,22,5,-51,3,12,-55,11,-4,5,6,9,-37,-111,-16,23,23,16,0,-9
6838649724,-54,22,5,-51,3,12,-55,11,0,5,6,9,-37,-111,-16,23,23,16,0,-9
6890166647,-54,22,5,-51,3,12,-55,11,0,5,6,9,-37,-111,-16,23,23,16,0,-3
6918973279,-54,22,5,-51,3,12,-55,11,0,5,6,9,-37,-111,-16,23,23,16,0,-3
6940771798,-54,22,5,-51,3,12,-55,11,0,5,6,9,-37,-111,-14,23,23,16,0,-3
6979660893,-54,22,5,-51,3,12,-55,11,0,5,6,9,-36,-111,-14,23,23,16,0,-3
7045774551,-54,22,5,-46,3,12,-55,11,0,5,6,9,-36,-111,-14,23,23,16,0,-3
7089562571,-49,22,5,-46,3,12,-55,11,0,5,6,9,-36,-111,-14,23,23,16,0,-3
7117498747,-49,22,5,-46,3,12,-60,11,0,5,6,9,-36,-111,-14,23,23,16,0,-3
7186295221,-49,22,5,-46,3,12,-60,11,0,5,6,9,-36,-125,-14,23,23,16,0,-3
7339009929,-49,22,5,-46,3,12,-60,11,0,5,6,9,-36,-125,-14,23,16,16,0,-3
7354906844,-49,22,5,-46,3,12,-60,11,0,5,6,9,-36,-125,-14,16,16,16,0,-3
7399077908,-49,18,5,-46,3,12,-60,11,0,5,6,9,-36,-125,-14,16,16,16,0,-3
7463070385,-49,18,5,-46,3,12,-60,11,0,5,6,9,-36,-125,-14,16,16,15,0,-3
7503356731,-49,18,5,-46,3,11,-60,11,0,5,6,9,-36,-125,-14,16,16,15,0,-3
7735810311,-49,18,5,-46,3,11,-60,6,0,5,6,9,-36,-125,-14,16,16,15,0,-3
7919204890,-49,18,6,-46,3,11,-60,6,0,5,6,9,-36,-125,-14,16,16,15,0,-3
8016153813,-49,18,6,-46,3,11,-60,6,0,5,5,9,-36,-125,-14,16,16,15,0,-3
8113181221,-49,18,6,-46,3,11,-60,6,0,5,5,9,-36,-125,-14,16,16,15,0,-3
8223965172,-49,18,6,-46,3,11,-60,6,0,3,5,9,-36,-125,-14,16,16,15,0,-3
8303098811,-49,18,6,-46,1,11,-60,6,0,3,5,9,-36,-125,-14,16,16,15,0,-3
8332309547,-49,18,6,-46,1,11,-60,6,0,3,5,0,-36,-125,-14,16,16,15,0,-3
8381288898,-49,18,6,-46,1,11,-60,6,0,3,5,0,-36,-125,-14,16,16,15,0,-3
8537831576,-49,18,6,-46,1,11,-60,6,0,3,5,0,-36,-125,-14,16,16,15,0,-4
8653572647,-49,18,6,-46,1,11,-60,6,0,3,5,0,-36,-125,-12,16,16,15,0,-4
8709362963,-49,18,6,-46,1,11,-60,6,0,3,5,0,-32,-125,-12,16,16,15,0,-4
8888560279,-53,18,6,-46,1,11,-60,6,0,3,5,0,-32,-125,-12,16,16,15,0,-4
8966853451,-53,18,6,-49,1,11,-60,6,0,3,5,0,-32,-125,-12,16,16,15,0,-4
9215649207,-53,18,6,-49,1,11,-57,6,0,3,5,0,-32,-125,-12,16,16,15,0,-4
9331616382,-53,18,6,-49,1,11,-57,6,0,3,5,0,-32,-128,-12,16,16,15,0,-4
9361333801,-53,16,6,-49,1,11,-57,6,0,3,5,0,-32,-128,-12,21,16,15,0,-4
9429454558,-53,21,6,-49,1,11,-57,6,0,3,5,0,-32,-128,-12,21,16,15,0,-4
9443929447,-53,21,6,-49,1,11,-57,6,0,3,5,0,-32,-128,-12,21,21,15,0,-4
9473289204,-53,21,6,-49,1,11,-57,6,0,3,5,0,-32,-128,-12,21,21,15,0,-4
9755187170,-53,21,6,-49,1,15,-57,6,0,3,5,0,-32,-128,-12,21,21,15,0,-4
9794112752,-53,21,9,-49,1,15,-57,6,0,3,5,0,-32,-128,-12,21,21,15,0,-4
9805979562,-53,21,9,-49,1,15,-57,6,0,3,5,0,-32,-128,-12,21,21,15,0,-4
10037559458,-53,21,9,-49,1,15,-57,6,0,3,5,7,-32,-128,-12,21,21,15,0,-4
10085404606,-53,21,9,-49,1,15,-57,6,0,3,5,7,-32,-128,-12,21,21,15,0,-4
10107558613,-53,21,9,-49,1,15,-57,6,0,6,5,7,-32,-128,-12,21,21,15,0,-4
10186621148,-53,21,9,-49,2,15,-57,6,0,6,5,7,-32,-128,-12,21,21,15,0,-4
10199670030,-53,21,9,-49,2,15,-57,6,0,6,5,7,-32,-128,-12,21,21,15,0,-4
10276616926,-53,21,9,-49,2,15,-57,6,0,6,5,7,-32,-128,-12,21,21,15,0,-7
10334120640,-53,21,9,-49,2,15,-57,6,0,6,5,7,-32,-128,-12,21,21,15,0,-7
10618326845,-53,21,9,-49,2,15,-57,6,0,6,5,7,-32,-128,-21,21,21,15,0,-7
10930929743,-53,21,9,-49,2,15,-57,6,0,6,5,7,-44,-128,-21,21,21,15,0,-7
11025811425,-43,21,9,-49,2,15,-57,6,0,6,5,7,-44,-128,-21,21,21,15,0,-7
11070339588,-43,21,9,-50,2,15,-57,6,0,6,5,7,-44,-128,-21,21,21,15,0,-7
11232412848,-43,21,9,-50,2,15,-73,6,0,6,5,7,-44,-128,-21,21,21,15,0,-7
11289053045,-43,21,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,21,21,15,0,-7
11592401459,-43,17,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,21,21,15,0,-7
11678092566,-43,17,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,21,17,15,0,-7
11769579212,-43,17,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,17,17,15,0,-7
11943467565,-43,17,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,17,17,12,0,-7
11978705366,-43,17,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,17,17,12,0,-7
12135863360,-43,17,9,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,17,17,12,0,-7
12145189743,-43,17,4,-50,2,15,-73,6,0,6,5,7,-44,-135,-21,17,17,12,0,-7
12281050143,-43,17,4,-50,2,15,-73,6,0,7,5,7,-44,-135,-21,17,17,12,0,-7
12352006948,-43,17,4,-50,2,15,-73,6,0,7,5,-1,-44,-135,-21,17,17,12,0,-7
12454070829,-43,17,4,-50,2,15,-73,6,0,7,5,0,-44,-135,-21,17,17,12,0,-7
12539860030,-43,17,4,-50,2,15,-73,6,0,7,6,0,-44,-135,-21,17,17,12,0,-7
12580310281,-43,17,4,-50,0,15,-73,6,0,7,6,0,-44,-135,-21,17,17,12,0,-7
12634367248,-43,17,4,-50,0,15,-73,6,0,7,6,0,-44,-135,-21,17,17,12,0,-7
12662430705,-43,17,4,-50,0,15,-73,6,0,7,6,0,-44,-135,-21,17,17,12,0,-3
12861870363,-43,17,4,-50,0,15,-73,6,0,7,6,0,-44,-135,-24,17,17,12,0,-3
13145142369,-43,17,4,-50,0,15,-73,6,0,7,6,0,-48,-135,-24,17,17,12,0,-3
13394834909,-49,17,4,-50,0,15,-73,6,0,7,6,0,-48,-135,-24,17,17,12,0,-3
13559536087,-49,17,4,-55,0,15,-73,6,0,7,6,0,-48,-135,-24,17,17,12,0,-3
13711131156,-49,17,4,-55,0,15,-69,6,0,7,6,0,-48,-135,-24,17,17,12,0,-3
14059298190,-49,17,4,-55,0,15,-69,6,0,7,6,0,-48,-138,-24,17,17,12,0,-3
14189234206,-49,17,4,-55,0,15,-69,6,0,7,6,0,-48,-138,-24,17,17,12,0,-3
14465689738,-49,18,4,-55,0,15,-69,6,0,7,6,0,-48,-138,-24,17,17,12,0,-3
14569493637,-49,18,4,-55,0,15,-69,6,0,7,6,0,-48,-138,-24,17,15,12,0,-3
14662042732,-49,18,4,-55,0,19,-69,6,0,7,6,0,-48,-138,-24,17,15,12,0,-3
14680985611,-49,18,4,-55,0,19,-69,6,0,7,6,0,-48,-138,-24,17,15,21,0,-3
14795072549,-49,18,4,-55,0,19,-69,14,0,7,6,0,-48,-138,-24,17,15,21,0,-3
14983520918,-49,18,4,-55,0,19,-69,14,0,7,10,0,-48,-138,-24,17,15,21,0,-3
15136220411,-49,18,1,-55,0,19,-69,14,0,1,10,0,-48,-138,-24,17,15,21,0,-3
15221838497,-49,18,1,-55,0,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,0,-3
15232131264,-49,18,1,-55,0,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,0,-3
15275513706,-49,18,1,-55,-1,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,0,-3
15439963571,-49,18,1,-55,0,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,0,-3
15625906833,-49,18,1,-55,0,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,-11,-6
15699754731,-49,18,1,-55,0,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,-8,-6
15753649322,-49,18,1,-55,0,19,-69,14,0,0,10,0,-48,-138,-24,17,15,21,-8,-6
16028363191,-49,18,1,-55,0,19,-69,14,0,0,10,0,-35,-138,-24,17,15,21,-8,-6
16324410895,-53,18,1,-55,0,19,-69,14,0,0,10,0,-35,-138,-24,17,15,21,-8,-6
16453968886,-53,18,1,-58,0,19,-69,14,0,0,10,0,-35,-138,-24,17,15,21,-8,-6
16703937885,-53,18,1,-58,0,19,-72,14,0,0,10,0,-35,-138,-24,17,15,21,-8,-6
16890613686,-53,18,1,-58,0,19,-72,14,0,0,10,0,-35,-136,-24,17,15,21,-8,-6
17309518508,-53,13,1,-58,0,19,-72,14,0,0,10,0,-35,-136,-24,19,15,21,-8,-6
17355442222,-53,14,1,-58,0,19,-72,14,0,0,10,0,-35,-136,-24,19,15,21,-8,-6
17418471867,-53,14,1,-58,0,19,-72,14,0,0,10,0,-35,-136,-24,19,21,21,-8,-6
17592428831,-53,14,1,-58,0,19,-72,14,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
17667002274,-53,14,1,-58,0,16,-72,14,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18218792832,-53,14,1,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18313670263,-53,14,1,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18461907094,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18529076371,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18539444770,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18598644190,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18613503552,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-8,-6
18835657020,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-12,-6
18882269021,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-24,19,21,17,-12,-9
19209222281,-53,14,4,-58,0,16,-72,12,0,0,10,0,-35,-136,-15,19,21,17,-12,-9
19541713127,-53,14,4,-58,0,16,-72,12,0,0,10,0,-41,-136,-15,19,21,17,-12,-9
19967769821,-51,14,4,-58,0,16,-72,12,0,0,10,0,-41,-136,-15,19,21,17,-12,-9
20127080297,-51,14,4,-46,0,16,-72,12,0,0,10,0,-41,-136,-15,19,21,17,-12,-9
20283656098,-51,14,4,-46,0,16,-70,12,0,0,10,0,-41,-136,-15,19,21,17,-12,-9
20847308513,-51,14,4,-46,0,16,-70,12,0,0,10,0,-41,-140,-15,19,21,17,-12,-9
21021818052,-51,14,4,-46,0,16,-70,12,0,0,10,0,-41,-140,-15,19,16,17,-12,-9
21233629141,-51,14,4,-46,0,16,-70,12,0,0,10,0,-41,-140,-15,19,23,17,-12,-9
21348378519,-51,14,4,-46,0,16,-70,12,0,0,10,0,-41,-140,-15,19,23,17,-12,-9
21564028388,-51,14,4,-46,0,16,-70,12,0,0,10,0,-41,-140,-15,19,23,17,-12,-9
21601952874,-51,15,4,-46,0,16,-70,12,0,0,10,0,-41,-140,-15,19,23,17,-12,-9
22065300315,-51,15,4,-46,0,16,-70,12,0,0,6,0,-41,-140,-15,19,23,17,-12,-9
22111283334,-51,15,4,-46,0,16,-70,8,0,0,6,0,-41,-140,-15,19,23,17,-12,-9
22378903433,-51,15,4,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-12,-9
22440653852,-51,15,-2,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-12,-9
22460387821,-51,15,-2,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-12,-9
22818114194,-51,15,-8,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-12,-9
23088893982,-51,15,-6,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-12,-9
23302252339,-51,15,-6,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-12,-9
23453014905,-51,15,-6,-46,0,16,-70,8,0,2,6,0,-41,-140,-15,19,23,17,-15,-9
24032860772,-51,15,-6,-46,0,16,-70,8,0,2,6,0,-41,-140,-25,19,23,17,-15,-9
24266039718,-51,15,-6,-46,0,16,-70,8,0,2,6,0,-38,-140,-25,19,23,17,-15,-9
24501500971,-55,15,-6,-46,0,16,-70,8,0,2,6,0,-38,-140,-25,19,23,17,-15,-9
25045815472,-55,15,-6,-61,0,16,-70,8,0,2,6,0,-38,-140,-25,19,23,17,-15,-9
25217091784,-55,15,-6,-61,0,16,-75,8,0,2,6,0,-38,-140,-25,19,23,17,-15,-9
25395893194,-55,15,-6,-61,0,16,-75,8,0,2,6,0,-38,-124,-25,19,23,17,-15,-9
25890116515,-55,15,-6,-61,0,16,-75,8,0,2,6,0,-38,-124,-25,21,23,17,-15,-9
26185369278,-55,15,-6,-61,0,16,-75,8,0,2,6,0,-38,-124,-25,21,14,11,-15,-9
26534151233,-55,13,-6,-61,0,16,-75,8,0,2,6,0,-38,-124,-25,21,14,17,-15,-9
26674025360,-55,13,-6,-61,0,16,-75,8,0,2,6,0,-38,-124,-25,21,14,10,-15,-9
26774900058,-55,13,-6,-61,0,16,-75,8,0,2,6,0,-38,-124,-25,21,14,10,-15,-9
27114948570,-55,13,-6,-61,0,16,-75,7,0,2,6,0,-38,-124,-25,21,14,10,-15,-9
27361662022,-55,13,-6,-61,0,16,-75,7,0,7,6,0,-38,-124,-25,21,14,10,-15,-9
27483013838,-55,13,-6,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-15,-9
27531197502,-55,13,-6,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-15,-9
